source_file,check_category,check_name,n_total,n_flagged,flagged_pct,metric_value
VED_180822_week.csv,null_rate,maf_g_s,300557,56330,18.74,18.74
VED_180905_week.csv,null_rate,maf_g_s,323481,56401,17.44,17.44
VED_180516_week.csv,null_rate,maf_g_s,465975,77632,16.66,16.66
VED_180620_week.csv,null_rate,maf_g_s,433660,103355,23.83,23.83
VED_181031_week.csv,null_rate,maf_g_s,371630,68764,18.5,18.5
VED_171206_week.csv,null_rate,maf_g_s,589154,83971,14.25,14.25
VED_180307_week.csv,null_rate,maf_g_s,398405,62436,15.67,15.67
VED_180411_week.csv,null_rate,maf_g_s,434636,77562,17.85,17.85
VED_180711_week.csv,null_rate,maf_g_s,393911,77833,19.76,19.76
VED_171115_week.csv,null_rate,maf_g_s,602092,78252,13.0,13.0
VED_171220_week.csv,null_rate,maf_g_s,539468,99632,18.47,18.47
VED_180613_week.csv,null_rate,maf_g_s,384455,86496,22.5,22.5
VED_180627_week.csv,null_rate,maf_g_s,410853,66938,16.29,16.29
